Gender,Age
0,41.76229508196721
0,29.685792349726775
0,34.560109289617486
0,45.48087431693989
0,35.51639344262295
0,45.256830601092894
0,49.431693989071036
0,42.94808743169399
0,46.423497267759565
0,45.62568306010929
0,50.78415300546448
0,51.36065573770492
0,43.33606557377049
0,58.89344262295082
0,60.40983606557377
0,36.814207650273225
0,21.770491803278688
0,27.385245901639344
0,49.47267759562842
1,33.34699453551912
0,41.69945355191257
0,47.740437158469945
0,27.688524590163933
0,57.404371584699454
0,49.76502732240437
0,42.38251366120218
0,59.06284153005465
0,42.49726775956284
0,53.666666666666664
0,38.4344262295082
0,30.83606557377049
0,47.80601092896175
0,39.240437158469945
0,50.576502732240435
0,43.467213114754095
0,34.27322404371585
1,48.86612021857923
0,35.297814207650276
1,36.76775956284153
0,42.65573770491803
1,30.60928961748634
1,20.89344262295082
0,40.0655737704918
0,35.31967213114754
0,40.868852459016395
0,57.740437158469945
1,21.901639344262296
0,48.775956284153004
0,40.39344262295082
0,38.44808743169399
1,34.040983606557376
0,55.76775956284153
1,52.04644808743169
0,23.461748633879782
0,37.330601092896174
1,22.25136612021858
0,51.51092896174863
0,36.69945355191257
0,36.21311475409836
0,40.9207650273224
0,34.38251366120218
0,40.87978142076503
1,34.01092896174863
0,42.23497267759563
1,35.68032786885246
0,51.90710382513661
0,42.32786885245902
1,44.19672131147541
1,61.669398907103826
0,56.887978142076506
0,25.24863387978142
0,28.243169398907103
0,21.97814207650273
0,41.71857923497268
0,47.112021857923494
1,22.183060109289617
0,43.26775956284153
0,55.576502732240435
0,22.41256830601093
0,65.48907103825137
1,41.20765027322405
0,52.15846994535519
0,60.97540983606557
0,57.721311475409834
0,26.598360655737704
0,33.88251366120219
0,48.16120218579235
0,26.483606557377048
0,37.959016393442624
1,24.58743169398907
0,53.29234972677595
0,26.472677595628415
0,52.740437158469945
0,50.09836065573771
0,50.36065573770492
1,23.87431693989071
0,54.46994535519126
1,60.34153005464481
0,45.90163934426229
0,49.385245901639344
1,23.937158469945356
0,56.47267759562842
0,33.423497267759565
0,41.52459016393443
1,33.73770491803279
1,35.36065573770492
1,44.08196721311475
0,29.128415300546447
0,49.256830601092894
0,22.262295081967213
0,44.032786885245905
0,41.57377049180328
0,46.259562841530055
0,30.721311475409838
0,44.36065573770492
0,52.486338797814206
1,60.185792349726775
1,31.65573770491803
0,30.314207650273225
0,40.622950819672134
1,34.83879781420765
0,64.11475409836065
0,30.005464480874316
0,29.366120218579233
0,22.016393442622952
0,22.169398907103826
1,26.327868852459016
0,27.439890710382514
1,26.237704918032787
0,58.30054644808743
0,57.005464480874316
0,46.78142076502732
1,27.797814207650273
0,43.21311475409836
0,27.997267759562842
0,43.877049180327866
0,30.284153005464482
0,21.56830601092896
0,37.10655737704918
1,47.33879781420765
0,41.36338797814208
1,49.36612021857923
1,50.150273224043715
0,29.316939890710383
0,40.90710382513661
0,57.942622950819676
0,63.69672131147541
1,34.868852459016395
0,45.17486338797814
1,44.57103825136612
0,51.55191256830601
0,39.26775956284153
0,52.4344262295082
0,37.14207650273224
1,60.95355191256831
1,57.377049180327866
1,21.15573770491803
0,30.538251366120218
0,47.53825136612022
1,54.30054644808743
0,28.12568306010929
1,57.822404371584696
0,35.36065573770492
0,39.66393442622951
0,55.07103825136612
0,26.58743169398907
0,60.112021857923494
0,34.942622950819676
0,59.67213114754098
0,38.48360655737705
0,29.775956284153004
0,31.489071038251367
0,40.36338797814208
0,26.825136612021858
1,64.37158469945355
1,52.830601092896174
0,30.415300546448087
0,23.729508196721312
0,26.2103825136612
0,26.530054644808743
0,23.704918032786885
0,32.204918032786885
0,49.19672131147541
1,37.18852459016394
0,61.9207650273224
0,24.01366120218579
1,55.10928961748634
0,44.09836065573771
1,63.10382513661202
1,44.38251366120218
0,31.2103825136612
0,36.021857923497265
1,38.55191256830601
0,35.650273224043715
0,39.68032786885246
1,22.87704918032787
0,24.57650273224044
0,53.26502732240437
1,46.41256830601093
1,47.595628415300546
0,31.26775956284153
0,19.6448087431694
0,22.90983606557377
0,40.18852459016394
0,25.42349726775956
0,28.14207650273224
0,37.322404371584696
0,38.1448087431694
0,35.35245901639344
0,26.079234972677597
0,34.22950819672131
0,63.21857923497268
0,47.259562841530055
0,52.25136612021858
0,30.887978142076502
1,34.80874316939891
0,30.863387978142075
0,24.661202185792348
0,44.166666666666664
0,48.431693989071036
1,36.28142076502732
1,25.78688524590164
0,32.60928961748634
0,32.0
0,46.59289617486339
0,48.49726775956284
1,30.418032786885245
1,37.90710382513661
1,31.84153005464481
0,45.513661202185794
0,29.918032786885245
